Id,Price
4567,162220.6634845533
5925,122869.64039466587
960,131929.59862667942
3848,113061.53985002317
746,183286.29046001457
868,345790.2785895382
672,106274.01491366759
2471,227973.2666594449
4510,123018.69877733437
8354,273557.09286296944
6393,182562.93605100212
13270,226970.37883142097
5250,307167.8232237021
16751,168469.21003935407
11404,139616.8543550032
10588,347710.9370629364
14925,189458.02896077622
6791,213770.2730044069
16097,187973.55600141344
16428,383242.0148365881
6945,314092.0182418094
3190,186482.50396241865
15709,459876.7643840135
13155,152431.9589221429
7675,193565.7108521823
14686,230346.5248800167
609,152576.45359455296
11155,175900.45015681128
10869,183144.28801984756
15742,205284.4661244845
9245,190735.55477413422
3340,160744.89385777718
2359,289307.4738541819
8070,210576.5922839978
13707,124962.21983426902
16079,257838.2175033084
15937,314743.95840274467
14090,184294.0166386042
9008,216559.8627225423
16384,170648.43231847836
11657,236251.00528065296
13151,153546.66837630476
8990,159858.85176982544
11857,184553.0598232708
1565,159460.85757640106
8174,99178.48638574874
9247,244317.09328759892
10478,210649.41137345388
15509,147960.31182835202
8306,268038.87256374536
6642,185701.2541672843
7472,222684.37139994503
15989,127337.19487889884
13682,133621.03937578775
163,232665.64245676372
7076,193011.50707657886
7478,309668.4552833222
3029,181678.04866799834
1814,140016.9013598794
10057,128724.2141565804
15100,185999.54820151898
12694,216075.5259852415
6291,184498.77153318003
12603,176670.41847903127
3218,237130.46702983906
13456,130076.42778278471
10170,236272.6288222571
4530,164357.14586142608
13329,167402.87347097826
4820,140166.9737153916
10896,173133.4303787624
13416,127801.16661249718
2701,216992.27829723537
11265,317289.72605341976
9189,257957.09436077575
1858,175278.9530294275
14536,238908.3159693504
6199,291831.8435311668
14730,150913.0744884398
7510,262969.4566465101
15505,163784.67896425867
7446,185078.6510165786
14016,175323.694893764
14113,103394.89699645495
8721,305824.00679772306
6193,294874.5726266621
5717,181764.11300039088
5427,315502.85441645456
9520,491161.43036278227
6869,95420.18291860436
1658,151656.37283044588
6639,244946.1633115537
6283,189976.05488508477
6257,122634.30496733813
15235,178911.66866205464
902,217834.54930861772
8932,196144.33321851457
16469,408832.4561469816
2825,286593.5909835536
6450,457768.9046576579
11366,183427.76628334937
3801,386634.34723899903
11385,186250.55804233684
1079,200728.36411590048
3202,233401.61768066295
676,229305.35255902127
6185,280373.02779971686
7730,154591.9410390868
2573,182216.21212300716
10978,205583.36863046937
10962,252171.77477960166
8870,186105.914997748
8496,179599.0816634568
5517,174053.017316487
927,175967.26507302895
13675,198065.12177918517
1499,208014.14200856016
15536,350094.0465229129
8602,372110.2326329161
12137,439992.278758547
9865,251827.57437292679
16353,289055.7566598917
15908,214350.21264882837
3944,181815.18645330778
10359,211772.54635258368
15158,233031.09039690057
3259,249542.6127489067
7220,310293.99979910534
13843,210332.45206780237
16736,186673.45055135264
702,286502.93261021125
16401,111956.08375868601
12134,183473.77364173767
6918,257813.57349991932
11792,135651.73889578306
3798,134570.2590720203
10395,135798.66979137357
11099,124599.78053860978
7090,192938.0731399244
11260,200757.27688838457
9647,207490.43170604884
2903,383812.612160084
2071,182231.6753814567
8604,182134.86435096385
9346,206495.86852454473
3945,215163.3353532512
3420,146328.6689814718
10842,125501.66334060994
725,162595.74130629524
13931,196687.7742435951
16330,236646.9894500084
9066,428318.59804002306
3326,292023.4347068634
1556,282953.4666126086
6579,101505.30999224642
13877,132610.6767833321
9857,341695.4568091777
7302,287355.04903334804
5684,200968.6446368083
6513,235067.93504683484
11342,110239.777983877
16561,238883.76693145404
6885,166472.86686929673
9308,177311.8963804405
2559,199913.5955894826
6648,179960.90623680776
15260,161369.28140117374
5113,192089.80237788663
16492,201939.21700816246
12034,274666.1644209021
7248,225023.33862184445
2171,223384.71209377976
10594,187484.83090172283
13241,215332.6096011498
7032,140319.02919149093
4884,156805.91019913883
903,220549.55329672105
162,174711.59510322096
6566,278672.3093080654
8249,136751.67035248224
13106,180033.0959770614
256,129204.15287771884
7976,166609.60932790127
8575,177350.1377959351
7591,279505.26282968314
3204,227401.63717725477
15804,176480.70362516277
1525,336665.4930877324
9038,199182.66430893273
13628,198096.353592674
10016,200400.2441524313
10208,220000.2199378464
2008,202333.2170403327
13029,199327.21212365592
5099,134509.90948022142
9923,286758.7611748326
9461,124188.297793233
11086,187226.18798662708
15057,307741.37164765515
10689,183614.1395834175
2053,218419.40694536592
16630,178626.99069521256
4985,166995.2326296043
13881,279230.9428270378
13225,196266.57531746462
5779,70804.41733322162
10262,183776.38527355253
10762,212124.36628885037
9513,203510.30629412687
11128,167311.33540432644
2074,308137.7341675272
933,200633.9310641487
2780,184090.42133056192
6594,110581.72482897648
15394,290764.1645256929
14863,138911.74159880742
6698,208678.70359407386
1611,268857.55049824115
174,189477.82034426555
5160,185750.15394131187
3295,342256.3224117828
4559,387702.26559131494
8254,166251.55091233572
10228,102480.407819359
13924,125758.17324431261
15341,245292.85159362954
4353,173637.29309334932
4334,73282.91282515031
1872,149060.7727177968
7823,193494.78621929907
310,165617.0885824602
3704,239924.03161198262
11615,288749.3426881396
6605,214397.66806735474
3381,188413.9201006133
2143,142304.4670049997
3191,275167.3063936348
13980,122065.38031383207
15613,170457.99853370426
10943,330400.2205947583
9654,155418.37938177164
16053,473169.25661417755
14931,242685.48505406233
8299,235495.84438701055
2147,172774.25955377362
11567,330200.09913827654
5905,129495.69250251094
11160,104289.86053144623
8275,146509.24131954156
16398,255487.39688577698
11229,179097.13232888145
10309,150572.42936041244
7340,276168.20897957304
7653,153020.7276632713
272,214053.5837269735
9831,240939.6415640521
5016,139634.25484550843
5968,63300.91660214886
796,231821.26688309998
12123,130585.54097876564
16629,178948.12801412737
2637,167483.25195247016
6194,233081.9968005848
6216,415580.7676032923
14346,172674.3427400865
6428,129515.67160008808
2891,223893.7150913898
84,177448.08949834472
9260,230070.63366004208
15250,144483.85807320054
2348,213475.47249140032
10427,289098.54087189754
13230,237780.5789180231
1691,227051.53815113756
8803,125741.69175866958
5464,219797.68348337093
10559,112939.29671496685
16787,313319.49900552013
4278,156340.84883257237
6183,165943.61905358106
12775,160062.43520785458
10104,170470.37875652977
13663,186730.154132144
9404,255609.70213751475
14724,208597.89581190355
10040,175300.43307539693
4646,195377.5335626443
4754,156413.42132464098
3310,228433.14976723635
2003,191415.4666857566
7312,211415.74735024368
10921,225378.36255296585
13419,297671.66561052867
10105,176355.8832460532
2196,438171.2784767942
12659,240045.14791841936
4380,265904.6069663908
10847,150138.58710292465
10805,285607.0739299367
8709,94020.48160186147
8319,184057.5297563159
2215,183060.26938567896
7000,200392.29107856785
7701,102999.44856506502
9678,188845.8702656303
14026,192153.90186094498
7971,161617.18717655062
13734,146152.48875269326
16483,210404.0443179081
6150,205206.68880014066
2931,289937.3930124557
5418,180548.78514660054
1662,449448.8811075168
2441,219672.20023275164
669,140985.10599239307
7734,189956.40437660192
6010,304856.66325669247
266,159348.05504219627
632,138821.39727818282
16221,103444.39636559298
11832,173246.36936269756
